date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:21:43	4685/4685	---M--	200	added ('OK')	image/png	date:Wed,%2012%20Aug%202020%2020:04:58%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/img/brand/logo4.png	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/img/brand/logo4.png	(from https://laravel.spruko.com/dashfox/ltr/index)
23:21:44	4685/4685	---M--	200	added ('OK')	image/png	date:Wed,%2012%20Aug%202020%2020:07:12%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/img/brand/logo5.png	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/img/brand/logo5.png	(from https://laravel.spruko.com/dashfox/ltr/index)
23:21:45	4723/4723	---M--	200	added ('OK')	image/png	date:Wed,%2012%20Aug%202020%2020:10:28%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/img/brand/logo6.png	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/img/brand/logo6.png	(from https://laravel.spruko.com/dashfox/ltr/index)
23:21:46	4578/4578	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Jul%202020%2002:43:20%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/img/brand/logo-white.png	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/img/brand/logo-white.png	(from https://laravel.spruko.com/dashfox/ltr/index)
23:21:50	142606/142606	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:21:47%20GMT	https://laravel.spruko.com/dashfox/ltr/widgets	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/widgets.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:21:53	101281/101281	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:21:51%20GMT	https://laravel.spruko.com/dashfox/ltr/mail-inbox	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/mail-inbox.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:21:54	68998/68998	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:21:54%20GMT	https://laravel.spruko.com/dashfox/ltr/mail-compose	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/mail-compose.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:21:56	73152/73152	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:21:55%20GMT	https://laravel.spruko.com/dashfox/ltr/mail-read	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/mail-read.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:21:57	79805/79805	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:21:56%20GMT	https://laravel.spruko.com/dashfox/ltr/mail-settings	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/mail-settings.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:21:58	92316/92316	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:21:57%20GMT	https://laravel.spruko.com/dashfox/ltr/chat	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/chat.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:21:59	88203/88203	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:21:58%20GMT	https://laravel.spruko.com/dashfox/ltr/cards	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/cards.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:01	85329/85329	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:00%20GMT	https://laravel.spruko.com/dashfox/ltr/darggablecards	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/darggablecards.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:02	68466/68466	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:01%20GMT	https://laravel.spruko.com/dashfox/ltr/rangeslider	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/rangeslider.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:02	69665/69665	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:02%20GMT	https://laravel.spruko.com/dashfox/ltr/calendar	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/calendar.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:03	80753/80753	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:03%20GMT	https://laravel.spruko.com/dashfox/ltr/contacts	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/contacts.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:04	66334/66334	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:04%20GMT	https://laravel.spruko.com/dashfox/ltr/image-compare	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/image-compare.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:05	68477/68477	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:05%20GMT	https://laravel.spruko.com/dashfox/ltr/notification	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/notification.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:07	78006/78006	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:06%20GMT	https://laravel.spruko.com/dashfox/ltr/widget-notification	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/widget-notification.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:08	88231/88231	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:07%20GMT	https://laravel.spruko.com/dashfox/ltr/treeview	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/treeview.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:10	65814/65814	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:09%20GMT	https://laravel.spruko.com/dashfox/ltr/map-leaflet	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/map-leaflet.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:10	68246/68246	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:10%20GMT	https://laravel.spruko.com/dashfox/ltr/map-vector	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/map-vector.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:12	71032/71032	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:11%20GMT	https://laravel.spruko.com/dashfox/ltr/table-basic	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/table-basic.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:13	120450/120450	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:12%20GMT	https://laravel.spruko.com/dashfox/ltr/table-data	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/table-data.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:14	93749/93749	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:13%20GMT	https://laravel.spruko.com/dashfox/ltr/alerts	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/alerts.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:15	74247/74247	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:14%20GMT	https://laravel.spruko.com/dashfox/ltr/avatar	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/avatar.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:16	72573/72573	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:15%20GMT	https://laravel.spruko.com/dashfox/ltr/breadcrumbs	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/breadcrumbs.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:17	87206/87206	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:16%20GMT	https://laravel.spruko.com/dashfox/ltr/buttons	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/buttons.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:17	76309/76309	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:17%20GMT	https://laravel.spruko.com/dashfox/ltr/badge	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/badge.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:18	98854/98854	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:18%20GMT	https://laravel.spruko.com/dashfox/ltr/dropdown	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/dropdown.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:20	78130/78130	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:19%20GMT	https://laravel.spruko.com/dashfox/ltr/thumbnails	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/thumbnails.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:21	93294/93294	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:20%20GMT	https://laravel.spruko.com/dashfox/ltr/list-group	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/list-group.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:22	79921/79921	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:21%20GMT	https://laravel.spruko.com/dashfox/ltr/navigation	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/navigation.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:22	73994/73994	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:22%20GMT	https://laravel.spruko.com/dashfox/ltr/pagination	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/pagination.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:23	78420/78420	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:23%20GMT	https://laravel.spruko.com/dashfox/ltr/popover	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/popover.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:25	81797/81797	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:24%20GMT	https://laravel.spruko.com/dashfox/ltr/progress	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/progress.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:26	85384/85384	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:25%20GMT	https://laravel.spruko.com/dashfox/ltr/spinners	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/spinners.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:27	79147/79147	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:26%20GMT	https://laravel.spruko.com/dashfox/ltr/media-object	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/media-object.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:28	72176/72176	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:27%20GMT	https://laravel.spruko.com/dashfox/ltr/typography	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/typography.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:30	73535/73535	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:29%20GMT	https://laravel.spruko.com/dashfox/ltr/tooltip	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/tooltip.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:31	77903/77903	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:30%20GMT	https://laravel.spruko.com/dashfox/ltr/toast	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/toast.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:31	73723/73723	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:31%20GMT	https://laravel.spruko.com/dashfox/ltr/tags	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/tags.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:33	100134/100134	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:32%20GMT	https://laravel.spruko.com/dashfox/ltr/tabs	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/tabs.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:33	76620/76620	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:33%20GMT	https://laravel.spruko.com/dashfox/ltr/accordion	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/accordion.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:35	78886/78886	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:34%20GMT	https://laravel.spruko.com/dashfox/ltr/carousel	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/carousel.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:36	68037/68037	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:35%20GMT	https://laravel.spruko.com/dashfox/ltr/collapse	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/collapse.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:37	107811/107811	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:36%20GMT	https://laravel.spruko.com/dashfox/ltr/modals	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/modals.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:38	71056/71056	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:37%20GMT	https://laravel.spruko.com/dashfox/ltr/timeline	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/timeline.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:39	68834/68834	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:38%20GMT	https://laravel.spruko.com/dashfox/ltr/sweet-alert	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/sweet-alert.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:40	77382/77382	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:39%20GMT	https://laravel.spruko.com/dashfox/ltr/rating	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/rating.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:41	69145/69145	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:40%20GMT	https://laravel.spruko.com/dashfox/ltr/counters	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/counters.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:46	72154/72154	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:42%20GMT	https://laravel.spruko.com/dashfox/ltr/search	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/search.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:48	74306/74306	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:48%20GMT	https://laravel.spruko.com/dashfox/ltr/userlist	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/userlist.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:51	83489/83489	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:50%20GMT	https://laravel.spruko.com/dashfox/ltr/form-elements	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/form-elements.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:52	74330/74330	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:51%20GMT	https://laravel.spruko.com/dashfox/ltr/form-advanced	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/form-advanced.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:53	91191/91191	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:52%20GMT	https://laravel.spruko.com/dashfox/ltr/form-layouts	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/form-layouts.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:53	73353/73353	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:53%20GMT	https://laravel.spruko.com/dashfox/ltr/form-validation	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/form-validation.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:55	75086/75086	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:54%20GMT	https://laravel.spruko.com/dashfox/ltr/form-wizards	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/form-wizards.html	(from https://laravel.spruko.com/dashfox/ltr/index)
23:22:56	70527/70527	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Dec%202022%2022:22:55%20GMT	https://laravel.spruko.com/dashfox/ltr/form-editor	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/form-editor.html	(from https://laravel.spruko.com/dashfox/ltr/index)
